assignmentid	workerid	rt	evidence_type	language	age	gender	trial	enjoyment	asses	comments	Answer.time_in_minutes	response	evidence	item	Directness	EvidenceTypeCategorical
3X08E93BHVH7I963UY46BCGAOMZ66R	23	17827	evidence2	English	60	Female	1	1	Yes	Sorry don't have any	3.07348333333333	probably	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3X08E93BHVH7I963UY46BCGAOMZ66R	23	15948	evidence3	English	60	Female	2	1	Yes	Sorry don't have any	3.07348333333333	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3X08E93BHVH7I963UY46BCGAOMZ66R	23	10323	evidence2	English	60	Female	3	1	Yes	Sorry don't have any	3.07348333333333	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3X08E93BHVH7I963UY46BCGAOMZ66R	23	19225	evidence2	English	60	Female	4	1	Yes	Sorry don't have any	3.07348333333333	bare	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3X08E93BHVH7I963UY46BCGAOMZ66R	23	6821	evidence2	English	60	Female	5	1	Yes	Sorry don't have any	3.07348333333333	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3X08E93BHVH7I963UY46BCGAOMZ66R	23	10835	evidence5	English	60	Female	6	1	Yes	Sorry don't have any	3.07348333333333	must	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3X08E93BHVH7I963UY46BCGAOMZ66R	23	6167	evidence4	English	60	Female	7	1	Yes	Sorry don't have any	3.07348333333333	might	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3X08E93BHVH7I963UY46BCGAOMZ66R	23	5452	evidence1	English	60	Female	8	1	Yes	Sorry don't have any	3.07348333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3X08E93BHVH7I963UY46BCGAOMZ66R	23	6502	evidence5	English	60	Female	9	1	Yes	Sorry don't have any	3.07348333333333	probably	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3X08E93BHVH7I963UY46BCGAOMZ66R	23	12964	evidence3	English	60	Female	10	1	Yes	Sorry don't have any	3.07348333333333	must	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3X08E93BHVH7I963UY46BCGAOMZ66R	23	9806	evidence5	English	60	Female	11	1	Yes	Sorry don't have any	3.07348333333333	might	You're hungry.	dinner	0.563333333333333	wishful
3X08E93BHVH7I963UY46BCGAOMZ66R	23	8465	evidence4	English	60	Female	12	1	Yes	Sorry don't have any	3.07348333333333	probably	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	19784	evidence2	English	27	Male	1	1	Yes		3.03788333333333	bare	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	12125	evidence1	English	27	Male	2	1	Yes		3.03788333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	14519	evidence1	English	27	Male	3	1	Yes		3.03788333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	16552	evidence5	English	27	Male	4	1	Yes		3.03788333333333	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	6677	evidence1	English	27	Male	5	1	Yes		3.03788333333333	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	15368	evidence2	English	27	Male	6	1	Yes		3.03788333333333	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	9671	evidence5	English	27	Male	7	1	Yes		3.03788333333333	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	9912	evidence4	English	27	Male	8	1	Yes		3.03788333333333	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	8743	evidence3	English	27	Male	9	1	Yes		3.03788333333333	probably	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	15751	evidence5	English	27	Male	10	1	Yes		3.03788333333333	might	You're hungry.	dinner	0.563333333333333	wishful
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	7735	evidence4	English	27	Male	11	1	Yes		3.03788333333333	must	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
31N2WW6R9RP44JCWCP9CYFH37UYF3V	24	8841	evidence4	English	27	Male	12	1	Yes		3.03788333333333	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	23658	evidence1	English	27	Female	1	2	Yes	Fun HIT, I enjoyed it!	2.7503	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	9909	evidence5	English	27	Female	2	2	Yes	Fun HIT, I enjoyed it!	2.7503	might	You're hungry.	dinner	0.563333333333333	wishful
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	16812	evidence1	English	27	Female	3	2	Yes	Fun HIT, I enjoyed it!	2.7503	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	8127	evidence4	English	27	Female	4	2	Yes	Fun HIT, I enjoyed it!	2.7503	must	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	10355	evidence4	English	27	Female	5	2	Yes	Fun HIT, I enjoyed it!	2.7503	might	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	18720	evidence3	English	27	Female	6	2	Yes	Fun HIT, I enjoyed it!	2.7503	probably	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	13370	evidence4	English	27	Female	7	2	Yes	Fun HIT, I enjoyed it!	2.7503	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	6345	evidence3	English	27	Female	8	2	Yes	Fun HIT, I enjoyed it!	2.7503	must	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	7422	evidence1	English	27	Female	9	2	Yes	Fun HIT, I enjoyed it!	2.7503	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	9847	evidence3	English	27	Female	10	2	Yes	Fun HIT, I enjoyed it!	2.7503	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	7052	evidence5	English	27	Female	11	2	Yes	Fun HIT, I enjoyed it!	2.7503	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
32VNZTT0A73MP5093YEPP9NSOI7R4P	25	7097	evidence1	English	27	Female	12	2	Yes	Fun HIT, I enjoyed it!	2.7503	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	23428	evidence4	English	28	Male	1	1	Yes		3.66173333333333	bare	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	14397	evidence3	English	28	Male	2	1	Yes		3.66173333333333	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	19677	evidence5	English	28	Male	3	1	Yes		3.66173333333333	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	8041	evidence4	English	28	Male	4	1	Yes		3.66173333333333	might	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	16557	evidence4	English	28	Male	5	1	Yes		3.66173333333333	probably	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	16221	evidence2	English	28	Male	6	1	Yes		3.66173333333333	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	10289	evidence5	English	28	Male	7	1	Yes		3.66173333333333	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	13749	evidence3	English	28	Male	8	1	Yes		3.66173333333333	bare	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	25253	evidence5	English	28	Male	9	1	Yes		3.66173333333333	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	25629	evidence1	English	28	Male	10	1	Yes		3.66173333333333	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	8135	evidence1	English	28	Male	11	1	Yes		3.66173333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3EA3QWIZ4IUTDRCGSCLOJPYTHL5IT8	26	9375	evidence5	English	28	Male	12	1	Yes		3.66173333333333	might	You're hungry.	dinner	0.563333333333333	wishful
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	31634	evidence5	English	24	Female	1	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	might	You're hungry.	dinner	0.563333333333333	wishful
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	23033	evidence1	English	24	Female	2	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	15660	evidence1	English	24	Female	3	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	15348	evidence4	English	24	Female	4	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	might	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	14148	evidence3	English	24	Female	5	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	must	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	8495	evidence1	English	24	Female	6	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	87624	evidence3	English	24	Female	7	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	probably	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	18174	evidence5	English	24	Female	8	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	probably	You see that the cup isn't insulated.	coffee	0.5825	inferential
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	7366	evidence1	English	24	Female	9	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	10041	evidence2	English	24	Female	10	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	14657	evidence3	English	24	Female	11	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3COPXFW7XBBMRU9XBYXGRVC9KM7PKJ	27	11821	evidence4	English	24	Female	12	2	Yes	It was a fun study and would like to do more like it in the future. 	10.8992333333333	probably	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	13312	evidence2	English	40	Male	1	2	Yes	None	4.01508333333333	must	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	19252	evidence4	English	40	Male	2	2	Yes	None	4.01508333333333	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	10587	evidence2	English	40	Male	3	2	Yes	None	4.01508333333333	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	11463	evidence4	English	40	Male	4	2	Yes	None	4.01508333333333	must	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	10230	evidence3	English	40	Male	5	2	Yes	None	4.01508333333333	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	25746	evidence5	English	40	Male	6	2	Yes	None	4.01508333333333	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	13070	evidence5	English	40	Male	7	2	Yes	None	4.01508333333333	might	You're hungry.	dinner	0.563333333333333	wishful
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	34532	evidence3	English	40	Male	8	2	Yes	None	4.01508333333333	probably	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	15482	evidence1	English	40	Male	9	2	Yes	None	4.01508333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	8633	evidence1	English	40	Male	10	2	Yes	None	4.01508333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	10719	evidence4	English	40	Male	11	2	Yes	None	4.01508333333333	must	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3JRJSWSMQHKCY5C0HEP6GXW3VTLE3E	28	28313	evidence3	English	40	Male	12	2	Yes	None	4.01508333333333	bare	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	16235	evidence5	english	29	Male	1	1	Yes	thanks	7.8269	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	15645	evidence4	english	29	Male	2	1	Yes	thanks	7.8269	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	10111	evidence3	english	29	Male	3	1	Yes	thanks	7.8269	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	18464	evidence1	english	29	Male	4	1	Yes	thanks	7.8269	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	15308	evidence5	english	29	Male	5	1	Yes	thanks	7.8269	might	You're hungry.	dinner	0.563333333333333	wishful
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	8830	evidence2	english	29	Male	6	1	Yes	thanks	7.8269	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	12943	evidence5	english	29	Male	7	1	Yes	thanks	7.8269	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	13274	evidence1	english	29	Male	8	1	Yes	thanks	7.8269	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	11212	evidence5	english	29	Male	9	1	Yes	thanks	7.8269	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	7837	evidence2	english	29	Male	10	1	Yes	thanks	7.8269	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	8483	evidence1	english	29	Male	11	1	Yes	thanks	7.8269	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3KXIR214I4F5LLJOO8ZOO1FKCQR42N	29	10592	evidence3	english	29	Male	12	1	Yes	thanks	7.8269	probably	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	18947	evidence5	english	33	Male	1	1	Yes		7.02776666666667	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	17116	evidence3	english	33	Male	2	1	Yes		7.02776666666667	bare	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	16951	evidence1	english	33	Male	3	1	Yes		7.02776666666667	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	14212	evidence3	english	33	Male	4	1	Yes		7.02776666666667	bare	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	10737	evidence5	english	33	Male	5	1	Yes		7.02776666666667	probably	You see that the cup isn't insulated.	coffee	0.5825	inferential
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	13215	evidence1	english	33	Male	6	1	Yes		7.02776666666667	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	25115	evidence3	english	33	Male	7	1	Yes		7.02776666666667	probably	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	6698	evidence4	english	33	Male	8	1	Yes		7.02776666666667	probably	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	9918	evidence4	english	33	Male	9	1	Yes		7.02776666666667	bare	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	19417	evidence5	english	33	Male	10	1	Yes		7.02776666666667	might	You're hungry.	dinner	0.563333333333333	wishful
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	7287	evidence2	english	33	Male	11	1	Yes		7.02776666666667	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3ATTHHXXWAN0U8L0XMML8SJZUHTIXR	30	13377	evidence5	english	33	Male	12	1	Yes		7.02776666666667	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	10890	evidence5	English	21	Male	1	1	Yes	No comments, thanks!	8.59868333333333	might	Your neighbor just got a new dog.	dog	0.487142857142857	inferential
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	6542	evidence4	English	21	Male	2	1	Yes	No comments, thanks!	8.59868333333333	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	5400	evidence5	English	21	Male	3	1	Yes	No comments, thanks!	8.59868333333333	might	You're hungry.	dinner	0.563333333333333	wishful
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	8788	evidence3	English	21	Male	4	1	Yes	No comments, thanks!	8.59868333333333	might	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	4816	evidence4	English	21	Male	5	1	Yes	No comments, thanks!	8.59868333333333	probably	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	3931	evidence3	English	21	Male	6	1	Yes	No comments, thanks!	8.59868333333333	probably	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	3421	evidence1	English	21	Male	7	1	Yes	No comments, thanks!	8.59868333333333	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	4673	evidence1	English	21	Male	8	1	Yes	No comments, thanks!	8.59868333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	3637	evidence5	English	21	Male	9	1	Yes	No comments, thanks!	8.59868333333333	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	2752	evidence2	English	21	Male	10	1	Yes	No comments, thanks!	8.59868333333333	bare	Your spouse tells you that dinner is ready.	dinner	0.93375	reportative
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	3386	evidence3	English	21	Male	11	1	Yes	No comments, thanks!	8.59868333333333	must	You know that the coffee has been on the table for an hour.	coffee	0.95	inferential
3X66WABAJWHAIJ8RN9FUG0HF890G3X	31	3721	evidence2	English	21	Male	12	1	Yes	No comments, thanks!	8.59868333333333	probably	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	17656	evidence2	English	26	Male	1	2	Yes		2.58528333333333	bare	You touch the coffee cup and feel that it is cold.	coffee	0.743333333333333	perceptual
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	13647	evidence3	English	26	Male	2	2	Yes		2.58528333333333	probably	Dinner is usually ready at around 6pm. You look at the clock and it is 6pm.	dinner	0.85	inferential
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	18844	evidence2	English	26	Male	3	2	Yes		2.58528333333333	bare	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	9019	evidence4	English	26	Male	4	2	Yes		2.58528333333333	probably	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	11416	evidence5	English	26	Male	5	2	Yes		2.58528333333333	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	5199	evidence1	English	26	Male	6	2	Yes		2.58528333333333	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	9664	evidence1	English	26	Male	7	2	Yes		2.58528333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	10440	evidence3	English	26	Male	8	2	Yes		2.58528333333333	must	You see a person come in from outside with wet hair and wet clothes.	rain	0.89	inferential
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	7175	evidence1	English	26	Male	9	2	Yes		2.58528333333333	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	7066	evidence1	English	26	Male	10	2	Yes		2.58528333333333	bare	You look out the window and see raindrops falling from the sky.	rain	0.935454545454545	perceptual
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	10271	evidence4	English	26	Male	11	2	Yes		2.58528333333333	might	You are listening to music with your earphones. You know that your neighbor's dog often barks in the evening.	dog	0.651	inferential
3L6L49WXW0WXKI2B6R1MM8IWW0I45O	32	5685	evidence4	English	26	Male	12	2	Yes		2.58528333333333	must	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	12679	evidence5	English	21	Male	1	2	Yes		11.7209666666667	might	Earlier today, you had seen dark clouds in the sky.	rain	0.573333333333333	inferential
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	14877	evidence1	English	21	Male	2	2	Yes		11.7209666666667	might	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	6447	evidence2	English	21	Male	3	2	Yes		11.7209666666667	probably	You hear the sound of water dripping on the roof.	rain	0.9175	inferential
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	11232	evidence5	English	21	Male	4	2	Yes		11.7209666666667	might	You're hungry.	dinner	0.563333333333333	wishful
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	6471	evidence4	English	21	Male	5	2	Yes		11.7209666666667	bare	You check the weather report on the Internet, which says it is raining.	rain	0.742142857142857	reportative
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	19825	evidence3	English	21	Male	6	2	Yes		11.7209666666667	must	You are listening to music with your earphones. You look out the window and see that the mailman has just arrived at your neighbor's doorstep, when all of a sudden he jumps back.	dog	0.668333333333333	inferential
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	9391	evidence1	English	21	Male	7	2	Yes		11.7209666666667	bare	You just prepared dinner and set it out on the table.	dinner	0.93	perceptual
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	5544	evidence2	English	21	Male	8	2	Yes		11.7209666666667	bare	You hear the sound of a dog barking.	dog	0.734285714285714	inferential
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	6303	evidence1	English	21	Male	9	2	Yes		11.7209666666667	bare	You take a sip of the coffee and feel that it is cold.	coffee	0.916	perceptual
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	4576	evidence4	English	21	Male	10	2	Yes		11.7209666666667	must	You smell food coming from the dining room.	dinner	0.655384615384615	inferential
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	10728	evidence5	English	21	Male	11	2	Yes		11.7209666666667	might	You see that the cup isn't insulated.	coffee	0.5825	inferential
3ATPCQ38J89AOVSCQUGAA82PJFHYA8	33	5744	evidence4	English	21	Male	12	2	Yes		11.7209666666667	probably	You see that there isn't any steam coming from the coffee.	coffee	0.681818181818182	inferential
3DPNQGW4LLET3M2PBABREEWWSVR462	34	13824	evidence1	English	25	Male	1	1	Yes	There were no problems with it.	14.9763333333333	bare	You look outside and see Fluffy, the neighbor's dog, standing on the porch and barking.	dog	0.916	perceptual
