workerid	rt	sentence	language	age	gender	trial	enjoyment	asses	comments	Answer.time_in_minutes	response	evidence	item	item_type	sentence.1	Directness	EvidenceTypeCategorical	EvidenceDirectnessCategorical	Experiment
40	22410	It must be raining.	English	27	M	1	2	Yes		1.51408333333333	0.47	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	listener
40	25008	It&quotechars raining.	Patois	37	F	3	1	Yes		2.73633333333333	0.94	evidence1	rain	bare	It&quotechars raining.	0.935454545454545	perceptual	direct	speaker
40	30775	Dinner might be ready.	Patois	37	F	2	1	Yes		2.73633333333333	0.79	evidence3	dinner	might	Dinner might be ready.	0.85	inferential	indirect	speaker
40	45309	The neighbor&quotechars dog is probably barking.	Patois	37	M	1	1	Yes		2.73633333333333	0.84	evidence4	dog	probably	The neighbor&quotechars dog is probably barking.	0.651	inferential	indirect	speaker
41	8096	Dinner is probably ready.	English	24	M	4	2	Yes		1.12408333333333	0.75	evidence1	dinner	probably	Dinner is probably ready.	0.93	perceptual	direct	speaker
41	8121	It might be raining.	English	24	M	2	2	Yes		1.12408333333333	0.47	evidence2	rain	might	It might be raining.	0.9175	inferential	indirect	speaker
41	8670	The neighbor&quotechars dog must be barking.	English	24	F	1	2	Yes		1.12408333333333	0.91	evidence2	dog	must	The neighbor&quotechars dog must be barking.	0.734285714285714	inferential	indirect	speaker
41	10518	Dinner might be ready.	English	32	F	3	2	Yes		2.9433	0.47	evidence3	dinner	might	Dinner might be ready.	0.85	inferential	indirect	listener
41	11623	The coffee is cold.	English	32	F	4	2	Yes		2.9433	0.77	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	listener
41	13173	The neighbor's dog is probably barking.	English	32	F	2	2	Yes		2.9433	0.44	evidence2	dog	probably	The neighbor's dog is probably barking.	0.734285714285714	inferential	indirect	listener
41	19074	It must be raining.	English	32	M	1	2	Yes		2.9433	0.59	evidence3	rain	must	It must be raining.	0.89	inferential	indirect	listener
41	24269	The coffee is cold.	English	24	F	3	2	Yes		1.12408333333333	0.99	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
42	10010	The coffee is cold.	English	27	F	4	1	Yes	none	7.89921666666667	0.99	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
42	10652	The neighbor&quotechars dog is probably barking.	English	27	M	2	1	Yes	none	7.89921666666667	0.72	evidence2	dog	probably	The neighbor&quotechars dog is probably barking.	0.734285714285714	inferential	indirect	speaker
42	11743	It must be raining.	English	36	F	3	2	Yes	No comments.	1.7956	0.62	evidence3	rain	must	It must be raining.	0.89	inferential	indirect	listener
42	11943	The neighbor's dog is barking.	English	36	M	4	2	Yes	No comments.	1.7956	0.73	evidence2	dog	bare	The neighbor's dog is barking.	0.734285714285714	inferential	indirect	listener
42	17493	The coffee is probably cold.	English	36	F	2	2	Yes	No comments.	1.7956	0.65	evidence3	coffee	probably	The coffee is probably cold.	0.95	inferential	indirect	listener
42	24166	Dinner must be ready.	English	27	F	3	1	Yes	none	7.89921666666667	0.17	evidence3	dinner	must	Dinner must be ready.	0.85	inferential	indirect	speaker
42	24182	It might be raining.	English	27	M	1	1	Yes	none	7.89921666666667	0.46	evidence2	rain	might	It might be raining.	0.9175	inferential	indirect	speaker
42	24523	Dinner might be ready.	English	36	F	1	2	Yes	No comments.	1.7956	0.26	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	listener
43	10417	Dinner must be ready.	English	41	M	3	1	Yes	who lives in a windowless room?	1.94611666666667	0.82	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	listener
43	15817	It must be raining.	English	23	M	3	1	Yes		1.82388333333333	0.82	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	speaker
43	17428	It might be raining.	English	41	M	4	1	Yes	who lives in a windowless room?	1.94611666666667	0.57	evidence3	rain	might	It might be raining.	0.89	inferential	indirect	listener
43	17954	Dinner is probably ready.	English	23	F	2	1	Yes		1.82388333333333	0.51	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	speaker
43	18573	The coffee is cold.	English	41	M	2	1	Yes	who lives in a windowless room?	1.94611666666667	0.75	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	listener
43	19209	The neighbor's dog is probably barking.	English	41	M	1	1	Yes	who lives in a windowless room?	1.94611666666667	0.64	evidence2	dog	probably	The neighbor's dog is probably barking.	0.734285714285714	inferential	indirect	listener
43	24713	The neighbor&quotechars dog is barking.	English	23	M	4	1	Yes		1.82388333333333	0.98	evidence2	dog	bare	The neighbor&quotechars dog is barking.	0.734285714285714	inferential	indirect	speaker
43	27459	The coffee might be cold.	English	23	F	1	1	Yes		1.82388333333333	0.52	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	speaker
44	10573	Dinner is ready.	english	33	F	3	2	Yes		5.87181666666667	0.98	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
44	11482	The coffee might be cold.	english	33	M	4	2	Yes		5.87181666666667	0.23	evidence4	coffee	might	The coffee might be cold.	0.681818181818182	inferential	indirect	speaker
44	12135	It's raining.	English	22	M	3	1	Yes		2.02145	0.8	evidence2	rain	bare	It's raining.	0.9175	inferential	indirect	listener
44	15684	The neighbor&quotechars dog is probably barking.	english	33	F	2	2	Yes		5.87181666666667	0.54	evidence1	dog	probably	The neighbor&quotechars dog is probably barking.	0.916	perceptual	direct	speaker
44	17215	The neighbor's dog must be barking.	English	22	M	2	1	Yes		2.02145	0.82	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
44	19831	The coffee might be cold.	English	22	F	4	1	Yes		2.02145	0.61	evidence4	coffee	might	The coffee might be cold.	0.681818181818182	inferential	indirect	listener
44	20084	It must be raining.	english	33	M	1	2	Yes		5.87181666666667	0.82	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	speaker
44	47103	Dinner is probably ready.	English	22	F	1	1	Yes		2.02145	0.49	evidence4	dinner	probably	Dinner is probably ready.	0.655384615384615	inferential	indirect	listener
45	9957	The coffee might be cold.	english	46	M	3	1	Yes	none	1.80248333333333	0.25	evidence1	coffee	might	The coffee might be cold.	0.916	perceptual	direct	listener
45	11269	It&quotechars probably raining.	english	41	M	4	2	Yes		1.27368333333333	0.46	evidence4	rain	probably	It&quotechars probably raining.	0.742142857142857	reportative	indirect	speaker
45	12155	The neighbor&quotechars dog is barking.	english	41	F	3	2	Yes		1.27368333333333	0.91	evidence2	dog	bare	The neighbor&quotechars dog is barking.	0.734285714285714	inferential	indirect	speaker
45	12670	Dinner might be ready.	english	41	M	2	2	Yes		1.27368333333333	0.54	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	speaker
45	15681	The neighbor's dog is probably barking.	english	46	F	2	1	Yes	none	1.80248333333333	0.32	evidence2	dog	probably	The neighbor's dog is probably barking.	0.734285714285714	inferential	indirect	listener
45	17956	The coffee must be cold.	english	41	F	1	2	Yes		1.27368333333333	0.88	evidence3	coffee	must	The coffee must be cold.	0.95	inferential	indirect	speaker
45	20672	It's raining.	english	46	F	1	1	Yes	none	1.80248333333333	0.7	evidence1	rain	bare	It's raining.	0.935454545454545	perceptual	direct	listener
45	37841	Dinner must be ready.	english	46	M	4	1	Yes	none	1.80248333333333	0.51	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	listener
46	7288	It's raining.	English	26	M	2	2	Yes		6.00988333333333	0.85	evidence1	rain	bare	It's raining.	0.935454545454545	perceptual	direct	listener
46	7856	The coffee must be cold.	English	26	F	4	2	Yes		6.00988333333333	0.38	evidence3	coffee	must	The coffee must be cold.	0.95	inferential	indirect	listener
46	9018	The neighbor's dog is probably barking.	English	26	F	3	2	Yes		6.00988333333333	0.77	evidence2	dog	probably	The neighbor's dog is probably barking.	0.734285714285714	inferential	indirect	listener
46	17895	The coffee is probably cold.	english	25	M	3	1	Yes		5.05335	0.15	evidence5	coffee	probably	The coffee is probably cold.	0.5825	inferential	indirect	speaker
46	38478	The neighbor&quotechars dog must be barking.	english	25	F	1	1	Yes		5.05335	0.93	evidence2	dog	must	The neighbor&quotechars dog must be barking.	0.734285714285714	inferential	indirect	speaker
46	83287	It&quotechars raining.	english	25	F	2	1	Yes		5.05335	0.96	evidence2	rain	bare	It&quotechars raining.	0.9175	inferential	indirect	speaker
46	127479	Dinner might be ready.	english	25	F	4	1	Yes		5.05335	0.46	evidence1	dinner	might	Dinner might be ready.	0.93	perceptual	direct	speaker
46	319194	Dinner might be ready.	English	26	M	1	2	Yes		6.00988333333333	0.24	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	listener
47	10143	Dinner must be ready.	english	22	F	3	2	Yes		1.30828333333333	0.99	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	speaker
47	10348	The coffee must be cold.	english	27	M	3	2	Yes		1.12598333333333	0.87	evidence1	coffee	must	The coffee must be cold.	0.916	perceptual	direct	listener
47	12467	Dinner might be ready.	english	27	M	2	2	Yes		1.12598333333333	0.61	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	listener
47	12891	It's raining.	english	27	F	1	2	Yes		1.12598333333333	0.94	evidence1	rain	bare	It's raining.	0.935454545454545	perceptual	direct	listener
47	14823	It might be raining.	english	22	M	4	2	Yes		1.30828333333333	1	evidence2	rain	might	It might be raining.	0.9175	inferential	indirect	speaker
47	15424	The neighbor&quotechars dog is barking.	english	22	F	1	2	Yes		1.30828333333333	0.99	evidence2	dog	bare	The neighbor&quotechars dog is barking.	0.734285714285714	inferential	indirect	speaker
47	15716	The coffee is probably cold.	english	22	F	2	2	Yes		1.30828333333333	0.98	evidence4	coffee	probably	The coffee is probably cold.	0.681818181818182	inferential	indirect	speaker
47	15929	The neighbor's dog is probably barking.	english	27	F	4	2	Yes		1.12598333333333	0.7	evidence2	dog	probably	The neighbor's dog is probably barking.	0.734285714285714	inferential	indirect	listener
48	9423	It might be raining.	english	27	M	4	2	Yes		6.8191	0.78	evidence1	rain	might	It might be raining.	0.935454545454545	perceptual	direct	speaker
48	10864	The neighbor&quotechars dog is barking.	english	27	M	2	2	Yes		6.8191	0.82	evidence2	dog	bare	The neighbor&quotechars dog is barking.	0.734285714285714	inferential	indirect	speaker
48	11543	Dinner is ready.	English	32	F	4	2	Yes	It was different and the compensation was adequate.  Thanks for the opportunity.	3.37328333333333	0.98	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	listener
48	16640	The neighbor's dog must be barking.	English	32	M	3	2	Yes	It was different and the compensation was adequate.  Thanks for the opportunity.	3.37328333333333	0.57	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
48	20622	The coffee is probably cold.	English	32	M	1	2	Yes	It was different and the compensation was adequate.  Thanks for the opportunity.	3.37328333333333	0.82	evidence3	coffee	probably	The coffee is probably cold.	0.95	inferential	indirect	listener
48	24524	The coffee is probably cold.	english	27	M	3	2	Yes		6.8191	0.56	evidence4	coffee	probably	The coffee is probably cold.	0.681818181818182	inferential	indirect	speaker
48	34866	Dinner must be ready.	english	27	M	1	2	Yes		6.8191	0.62	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	speaker
48	108799	It might be raining.	English	32	M	2	2	Yes	It was different and the compensation was adequate.  Thanks for the opportunity.	3.37328333333333	0.52	evidence5	rain	might	It might be raining.	0.573333333333333	inferential	indirect	listener
49	9726	The coffee is cold.	English	24	F	4	1	Yes		1.99788333333333	1	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	listener
49	13095	The neighbor's dog must be barking.	English	24	M	3	1	Yes		1.99788333333333	0.88	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
49	15246	The neighbor&quotechars dog is probably barking.	English	28	F	4	1	Confused		1.62541666666667	0.22	evidence2	dog	probably	The neighbor&quotechars dog is probably barking.	0.734285714285714	inferential	indirect	speaker
49	15433	It must be raining.	English	28	M	3	1	Confused		1.62541666666667	0.5	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	speaker
49	16040	Dinner is probably ready.	English	24	F	2	1	Yes		1.99788333333333	0.77	evidence4	dinner	probably	Dinner is probably ready.	0.655384615384615	inferential	indirect	listener
49	17839	The coffee might be cold.	English	28	F	2	1	Confused		1.62541666666667	0.26	evidence4	coffee	might	The coffee might be cold.	0.681818181818182	inferential	indirect	speaker
49	19568	Dinner is ready.	English	28	F	1	1	Confused		1.62541666666667	0.8	evidence4	dinner	bare	Dinner is ready.	0.655384615384615	inferential	indirect	speaker
49	29359	It might be raining.	English	24	F	1	1	Yes		1.99788333333333	0.52	evidence5	rain	might	It might be raining.	0.573333333333333	inferential	indirect	listener
50	4147	The neighbor's dog must be barking.	English	33	F	4	2	No		1.22623333333333	0.47	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
50	6391	It's probably raining.	English	33	M	3	2	No		1.22623333333333	0.48	evidence3	rain	probably	It's probably raining.	0.89	inferential	indirect	listener
50	6554	Dinner might be ready.	English	33	F	2	2	No		1.22623333333333	0.49	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	listener
50	12288	The coffee is cold.	English	33	F	1	2	No		1.22623333333333	0.47	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	listener
50	19564	The neighbor&quotechars dog is probably barking.	english	28	F	3	2	Yes		8.70846666666667	0.55	evidence2	dog	probably	The neighbor&quotechars dog is probably barking.	0.734285714285714	inferential	indirect	speaker
50	25708	Dinner might be ready.	english	28	F	1	2	Yes		8.70846666666667	0.3	evidence3	dinner	might	Dinner might be ready.	0.85	inferential	indirect	speaker
50	28737	The coffee is cold.	english	28	M	2	2	Yes		8.70846666666667	0.79	evidence3	coffee	bare	The coffee is cold.	0.95	inferential	indirect	speaker
50	34352	It must be raining.	english	28	F	4	2	Yes		8.70846666666667	0.77	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	speaker
51	9980	The coffee might be cold.	english	32	M	3	2	Yes	fun task	12.2859	0.48	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	listener
51	10273	Dinner is ready.	English	27	M	2	1	Yes		9.67545	1	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
51	11300	It might be raining.	English	27	M	4	1	Yes		9.67545	0.75	evidence2	rain	might	It might be raining.	0.9175	inferential	indirect	speaker
51	11359	Dinner is probably ready.	english	32	M	4	2	Yes	fun task	12.2859	0.49	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	listener
51	13219	It's raining.	english	32	F	2	2	Yes	fun task	12.2859	0.98	evidence1	rain	bare	It's raining.	0.935454545454545	perceptual	direct	listener
51	19332	The neighbor's dog must be barking.	english	32	M	1	2	Yes	fun task	12.2859	0.94	evidence2	dog	must	The neighbor's dog must be barking.	0.734285714285714	inferential	indirect	listener
51	19763	The coffee must be cold.	English	27	F	1	1	Yes		9.67545	0.77	evidence2	coffee	must	The coffee must be cold.	0.743333333333333	perceptual	indirect	speaker
51	35967	The neighbor&quotechars dog is probably barking.	English	27	M	3	1	Yes		9.67545	0.3	evidence4	dog	probably	The neighbor&quotechars dog is probably barking.	0.651	inferential	indirect	speaker
52	6696	It might be raining.	English	27	M	3	2	Yes	Love the format	1.46316666666667	0.87	evidence2	rain	might	It might be raining.	0.9175	inferential	indirect	listener
52	8907	The neighbor's dog is barking.	English	27	F	4	2	Yes	Love the format	1.46316666666667	1	evidence2	dog	bare	The neighbor's dog is barking.	0.734285714285714	inferential	indirect	listener
52	9712	The coffee must be cold.	English	27	F	2	2	Yes	Love the format	1.46316666666667	0.83	evidence2	coffee	must	The coffee must be cold.	0.743333333333333	perceptual	indirect	listener
52	16358	Dinner is probably ready.	English	27	M	1	2	Yes	Love the format	1.46316666666667	0.64	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	listener
52	21081	It&quotechars probably raining.	English	25	M	3	1	Yes		5.662	0.78	evidence4	rain	probably	It&quotechars probably raining.	0.742142857142857	reportative	indirect	speaker
52	27584	The coffee must be cold.	English	25	M	4	1	Yes		5.662	0.87	evidence3	coffee	must	The coffee must be cold.	0.95	inferential	indirect	speaker
52	33737	Dinner is ready.	English	25	M	2	1	Yes		5.662	0.97	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
52	46270	The neighbor&quotechars dog might be barking.	English	25	M	1	1	Yes		5.662	0.73	evidence2	dog	might	The neighbor&quotechars dog might be barking.	0.734285714285714	inferential	indirect	speaker
53	12352	It must be raining.	English	23	M	3	2	Yes	I like the presentation, HIT was interesting/engaging. Thanks.	1.62373333333333	0.89	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	listener
53	14495	The coffee might be cold.	English	23	F	2	2	Yes	I like the presentation, HIT was interesting/engaging. Thanks.	1.62373333333333	0.77	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	listener
53	15442	The neighbor's dog is barking.	English	23	F	4	2	Yes	I like the presentation, HIT was interesting/engaging. Thanks.	1.62373333333333	1	evidence2	dog	bare	The neighbor's dog is barking.	0.734285714285714	inferential	indirect	listener
53	22604	Dinner is probably ready.	English	23	M	1	2	Yes	I like the presentation, HIT was interesting/engaging. Thanks.	1.62373333333333	0.56	evidence4	dinner	probably	Dinner is probably ready.	0.655384615384615	inferential	indirect	listener
53	23631	Dinner might be ready.	English	29	F	3	1	Yes		3.52683333333333	0.46	evidence3	dinner	might	Dinner might be ready.	0.85	inferential	indirect	speaker
53	23984	It&quotechars raining.	English	29	M	2	1	Yes		3.52683333333333	1	evidence1	rain	bare	It&quotechars raining.	0.935454545454545	perceptual	direct	speaker
53	38229	The neighbor&quotechars dog is probably barking.	English	29	F	1	1	Yes		3.52683333333333	1	evidence4	dog	probably	The neighbor&quotechars dog is probably barking.	0.651	inferential	indirect	speaker
53	43578	The coffee must be cold.	English	29	F	4	1	Yes		3.52683333333333	1	evidence3	coffee	must	The coffee must be cold.	0.95	inferential	indirect	speaker
54	10818	The neighbor&quotechars dog must be barking.	english	27	F	4	1	Yes	ty	1.70038333333333	0.78	evidence2	dog	must	The neighbor&quotechars dog must be barking.	0.734285714285714	inferential	indirect	speaker
54	15846	The coffee might be cold.	english	27	F	3	1	Yes	ty	1.70038333333333	0.5	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	speaker
54	19963	It might be raining.	English	30	M	4	2	Yes		2.2721	0.32	evidence5	rain	might	It might be raining.	0.573333333333333	inferential	indirect	listener
54	20847	It&quotechars probably raining.	english	27	F	1	1	Yes	ty	1.70038333333333	0.73	evidence3	rain	probably	It&quotechars probably raining.	0.89	inferential	indirect	speaker
54	21169	The coffee is probably cold.	English	30	M	2	2	Yes		2.2721	0.57	evidence4	coffee	probably	The coffee is probably cold.	0.681818181818182	inferential	indirect	listener
54	33972	The neighbor's dog is barking.	English	30	M	1	2	Yes		2.2721	0.85	evidence1	dog	bare	The neighbor's dog is barking.	0.916	perceptual	direct	listener
54	35680	Dinner must be ready.	English	30	M	3	2	Yes		2.2721	0.4	evidence3	dinner	must	Dinner must be ready.	0.85	inferential	indirect	listener
54	40904	Dinner is ready.	english	27	M	2	1	Yes	ty	1.70038333333333	1	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
55	8143	The coffee is cold.	english	32	M	4	2	Yes		1.67341666666667	1	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	listener
55	9131	Dinner is probably ready.		27	M	4	2	Yes		2.6137	0.47	evidence4	dinner	probably	Dinner is probably ready.	0.655384615384615	inferential	indirect	speaker
55	10232	It&quotechars raining.		27	M	3	2	Yes		2.6137	1	evidence1	rain	bare	It&quotechars raining.	0.935454545454545	perceptual	direct	speaker
55	13658	The coffee must be cold.		27	M	2	2	Yes		2.6137	0.48	evidence3	coffee	must	The coffee must be cold.	0.95	inferential	indirect	speaker
55	19665	Dinner must be ready.	english	32	F	1	2	Yes		1.67341666666667	0.74	evidence3	dinner	must	Dinner must be ready.	0.85	inferential	indirect	listener
55	21110	The neighbor's dog is probably barking.	english	32	F	2	2	Yes		1.67341666666667	0.5	evidence4	dog	probably	The neighbor's dog is probably barking.	0.651	inferential	indirect	listener
55	28172	The neighbor&quotechars dog might be barking.		27	M	1	2	Yes		2.6137	0.46	evidence2	dog	might	The neighbor&quotechars dog might be barking.	0.734285714285714	inferential	indirect	speaker
55	34977	It might be raining.	english	32	F	3	2	Yes		1.67341666666667	0.77	evidence2	rain	might	It might be raining.	0.9175	inferential	indirect	listener
56	6860	Dinner might be ready.	english	24	M	2	2	Yes	thank you	2.71605	0.85	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	speaker
56	8287	It's raining.	English	24	F	2	2	Yes		1.09448333333333	0.95	evidence1	rain	bare	It's raining.	0.935454545454545	perceptual	direct	listener
56	12428	The coffee must be cold.	English	24	F	3	2	Yes		1.09448333333333	0.35	evidence3	coffee	must	The coffee must be cold.	0.95	inferential	indirect	listener
56	12472	It must be raining.	english	24	F	3	2	Yes	thank you	2.71605	0.61	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	speaker
56	12516	Dinner is probably ready.	English	24	M	4	2	Yes		1.09448333333333	0.79	evidence4	dinner	probably	Dinner is probably ready.	0.655384615384615	inferential	indirect	listener
56	14051	The neighbor's dog might be barking.	English	24	M	1	2	Yes		1.09448333333333	0.6	evidence2	dog	might	The neighbor's dog might be barking.	0.734285714285714	inferential	indirect	listener
56	55926	The coffee is cold.	english	24	F	4	2	Yes	thank you	2.71605	0.94	evidence1	coffee	bare	The coffee is cold.	0.916	perceptual	direct	speaker
56	68877	The neighbor&quotechars dog is probably barking.	english	24	M	1	2	Yes	thank you	2.71605	0.8	evidence2	dog	probably	The neighbor&quotechars dog is probably barking.	0.734285714285714	inferential	indirect	speaker
57	9167	It's raining.	English	33	M	4	1	Yes		30.4376333333333	0.69	evidence4	rain	bare	It's raining.	0.742142857142857	reportative	indirect	listener
57	9303	Dinner is probably ready.	English	33	M	3	1	Yes		30.4376333333333	0.61	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	listener
57	22174	The coffee must be cold.	English	33	F	1	1	Yes		30.4376333333333	0.5	evidence4	coffee	must	The coffee must be cold.	0.681818181818182	inferential	indirect	listener
57	27121	The neighbor&quotechars dog is probably barking.	English	23	F	3	2	Yes		22.6097666666667	0.39	evidence1	dog	probably	The neighbor&quotechars dog is probably barking.	0.916	perceptual	direct	speaker
57	27743	Dinner must be ready.	English	23	F	2	2	Yes		22.6097666666667	0.76	evidence4	dinner	must	Dinner must be ready.	0.655384615384615	inferential	indirect	speaker
57	40158	The neighbor's dog might be barking.	English	33	F	2	1	Yes		30.4376333333333	0.48	evidence2	dog	might	The neighbor's dog might be barking.	0.734285714285714	inferential	indirect	listener
57	72096	The coffee might be cold.	English	23	F	4	2	Yes		22.6097666666667	0.32	evidence3	coffee	might	The coffee might be cold.	0.95	inferential	indirect	speaker
57	78631	It&quotechars raining.	English	23	F	1	2	Yes		22.6097666666667	0.92	evidence1	rain	bare	It&quotechars raining.	0.935454545454545	perceptual	direct	speaker
58	7688	The coffee is cold.	English	32	F	4	2	Yes	none	1.17315	0.98	evidence2	coffee	bare	The coffee is cold.	0.743333333333333	perceptual	indirect	listener
58	9017	It must be raining.	English	32	M	3	2	Yes	none	1.17315	0.79	evidence5	rain	must	It must be raining.	0.573333333333333	inferential	indirect	listener
58	10732	Dinner is probably ready.	English	32	M	2	2	Yes	none	1.17315	0.65	evidence3	dinner	probably	Dinner is probably ready.	0.85	inferential	indirect	listener
58	17578	The coffee is probably cold.	English 	49	M	2	2	Yes		2.18251666666667	0.7	evidence3	coffee	probably	The coffee is probably cold.	0.95	inferential	indirect	speaker
58	18867	The neighbor's dog might be barking.	English	32	F	1	2	Yes	none	1.17315	0.46	evidence4	dog	might	The neighbor's dog might be barking.	0.651	inferential	indirect	listener
58	19967	Dinner might be ready.	English 	49	F	3	2	Yes		2.18251666666667	0.75	evidence4	dinner	might	Dinner might be ready.	0.655384615384615	inferential	indirect	speaker
58	26895	It must be raining.	English 	49	F	4	2	Yes		2.18251666666667	0.88	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	speaker
58	29965	The neighbor&quotechars dog is barking.	English 	49	M	1	2	Yes		2.18251666666667	0.99	evidence2	dog	bare	The neighbor&quotechars dog is barking.	0.734285714285714	inferential	indirect	speaker
59	21617	The coffee must be cold.	English	24	M	1	2	Yes	I enjoy these sorts of HITs! I think language is incredibly interesting and am happy to participate in a small way towards better understanding of language interpretation. Thank you!	2.40998333333333	0.97	evidence3	coffee	must	The coffee must be cold.	0.95	inferential	indirect	speaker
59	23880	It&quotechars probably raining.	English	24	M	4	2	Yes	I enjoy these sorts of HITs! I think language is incredibly interesting and am happy to participate in a small way towards better understanding of language interpretation. Thank you!	2.40998333333333	0.7	evidence5	rain	probably	It&quotechars probably raining.	0.573333333333333	inferential	indirect	speaker
59	24879	Dinner is ready.	Romanian	26	M	2	2	Yes	Made me think a little.	2.86811666666667	1	evidence2	dinner	bare	Dinner is ready.	0.93375	reportative	indirect	listener
59	24916	The neighbor&quotechars dog might be barking.	English	24	F	2	2	Yes	I enjoy these sorts of HITs! I think language is incredibly interesting and am happy to participate in a small way towards better understanding of language interpretation. Thank you!	2.40998333333333	0.48	evidence4	dog	might	The neighbor&quotechars dog might be barking.	0.651	inferential	indirect	speaker
59	25714	The coffee is probably cold.	Romanian	26	M	4	2	Yes	Made me think a little.	2.86811666666667	0.75	evidence4	coffee	probably	The coffee is probably cold.	0.681818181818182	inferential	indirect	listener
59	25920	It must be raining.	Romanian	26	F	3	2	Yes	Made me think a little.	2.86811666666667	0.94	evidence2	rain	must	It must be raining.	0.9175	inferential	indirect	listener
59	29953	Dinner is ready.	English	24	F	3	2	Yes	I enjoy these sorts of HITs! I think language is incredibly interesting and am happy to participate in a small way towards better understanding of language interpretation. Thank you!	2.40998333333333	0.98	evidence1	dinner	bare	Dinner is ready.	0.93	perceptual	direct	speaker
59	44759	The neighbor's dog might be barking.	Romanian	26	F	1	2	Yes	Made me think a little.	2.86811666666667	0.99	evidence2	dog	might	The neighbor's dog might be barking.	0.734285714285714	inferential	indirect	listener
