workerid	rt	name	item	gender	sentence	item_type	response	slide_number_in_experiment	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes	evidence	evidence_type	evidence_subtype	evidence_type_greg	evidence_subtype_greg
29	41278	Frank	rain	M	It's raining.	bare	0.94	8	English	1	Male	23		Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	35LDD5557A3G6RCKJI5OARIEDHDMKZ	29	Submitted	Thu Nov 27 08:31:38 PST 2014	Mon Nov 24 08:26:55 PST 2014	Mon Nov 24 08:31:38 PST 2014						[]	{}	4.69225	"Like with the weather question before, it's obvious whether a certain type of weather is happening or not if you go outside. Because Frank said this definitively, it's probably true."	perceptual		perceptual	
30	36906	Scott	coffee	M	The coffee is probably cold.	probably	0.74	3	English	2	Female	51	Thank you	Yes	2	Windows	768	1366	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OF2M9AATGNG5YB3Y7VIITENSLWKZF	30	Submitted	Thu Nov 27 08:31:48 PST 2014	Mon Nov 24 08:27:17 PST 2014	Mon Nov 24 08:31:48 PST 2014						[]	{}	4.471	'Maybe he made it and it had been a few hours.'	inferential		inferential	
30	50063	Dennis	dog	M	I think the neighbor's dog is barking.	think	0.47	4	English	2	Female	51	Thank you	Yes	2	Windows	768	1366	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OF2M9AATGNG5YB3Y7VIITENSLWKZF	30	Submitted	Thu Nov 27 08:31:48 PST 2014	Mon Nov 24 08:27:17 PST 2014	Mon Nov 24 08:31:48 PST 2014						[]	{}	4.471	'He went past it on his way to work and the dog barks all the time.'	inferential		perceptual	
30	40437	Ashley	train	F	I know the train is late.	know	0.47	5	English	2	Female	51	Thank you	Yes	2	Windows	768	1366	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OF2M9AATGNG5YB3Y7VIITENSLWKZF	30	Submitted	Thu Nov 27 08:31:48 PST 2014	Mon Nov 24 08:27:17 PST 2014	Mon Nov 24 08:31:48 PST 2014						[]	{}	4.471	'Maybe it is late a lot so she thinks its late now.'	inferential		inferential	
30	44286	Raymond	sun	M	It must be sunny out.	must	0.99	6	English	2	Female	51	Thank you	Yes	2	Windows	768	1366	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OF2M9AATGNG5YB3Y7VIITENSLWKZF	30	Submitted	Thu Nov 27 08:31:48 PST 2014	Mon Nov 24 08:27:17 PST 2014	Mon Nov 24 08:31:48 PST 2014						[]	{}	4.471	'He saw the sun out when he came to work and the news said it was going to be a sunny day.'	perceptual_reportative		reportative	
30	30802	William	dinner	M	Dinner might be ready.	might	0.77	7	English	2	Female	51	Thank you	Yes	2	Windows	768	1366	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OF2M9AATGNG5YB3Y7VIITENSLWKZF	30	Submitted	Thu Nov 27 08:31:48 PST 2014	Mon Nov 24 08:27:17 PST 2014	Mon Nov 24 08:31:48 PST 2014						[]	{}	4.471	'Dinner is the same time everyday.'	inferential		inferential	
30	27800	Linda	rain	F	It's raining.	bare	0.9	8	English	2	Female	51	Thank you	Yes	2	Windows	768	1366	Firefox	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OF2M9AATGNG5YB3Y7VIITENSLWKZF	30	Submitted	Thu Nov 27 08:31:48 PST 2014	Mon Nov 24 08:27:17 PST 2014	Mon Nov 24 08:31:48 PST 2014						[]	{}	4.471	'They say the rain before coming in the office.'	perceptual	seeing	perceptual	
31	44359	Shirley	sun	F	It must be sunny out.	must	0.83	3	English	1	Male	22		Yes	2	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OSWBBLG1EWJMX5E58LAHV3M0C0XDH	31	Submitted	Thu Nov 27 08:32:03 PST 2014	Mon Nov 24 08:28:03 PST 2014	Mon Nov 24 08:32:03 PST 2014						[]	{}	3.971266667	'She looked outside.'	perceptual	seeing	perceptual	
31	22263	Larry	dinner	M	Dinner is probably ready.	probably	0.79	4	English	1	Male	22		Yes	2	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OSWBBLG1EWJMX5E58LAHV3M0C0XDH	31	Submitted	Thu Nov 27 08:32:03 PST 2014	Mon Nov 24 08:28:03 PST 2014	Mon Nov 24 08:32:03 PST 2014						[]	{}	3.971266667	'He was in the kitchen.'	perceptual	experience	perceptual	
31	14928	Margaret	train	F	The train might be late.	might	0.81	5	English	1	Male	22		Yes	2	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OSWBBLG1EWJMX5E58LAHV3M0C0XDH	31	Submitted	Thu Nov 27 08:32:03 PST 2014	Mon Nov 24 08:28:03 PST 2014	Mon Nov 24 08:32:03 PST 2014						[]	{}	3.971266667	'Trains are usually late.'	inferential		inferential	
31	28720	John	rain	M	I think it's raining.	think	0.61	6	English	1	Male	22		Yes	2	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OSWBBLG1EWJMX5E58LAHV3M0C0XDH	31	Submitted	Thu Nov 27 08:32:03 PST 2014	Mon Nov 24 08:28:03 PST 2014	Mon Nov 24 08:32:03 PST 2014						[]	{}	3.971266667	'John has been outside or has seen the weather forecast.'	perceptual_reportative		perceptual_reportative	
31	49183	Kevin	dog	M	I know the neighbor's dog is barking.	know	0.92	7	English	1	Male	22		Yes	2	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OSWBBLG1EWJMX5E58LAHV3M0C0XDH	31	Submitted	Thu Nov 27 08:32:03 PST 2014	Mon Nov 24 08:28:03 PST 2014	Mon Nov 24 08:32:03 PST 2014						[]	{}	3.971266667	Kevin hears the neighbor's dog barking.	perceptual	hearing	perceptual	
31	17992	Nicole	coffee	F	The coffee is cold.	bare	0.83	8	English	1	Male	22		Yes	2	Windows	768	1366	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3OSWBBLG1EWJMX5E58LAHV3M0C0XDH	31	Submitted	Thu Nov 27 08:32:03 PST 2014	Mon Nov 24 08:28:03 PST 2014	Mon Nov 24 08:32:03 PST 2014						[]	{}	3.971266667	'Nicole has touched the coffee cup and felt it cold.'	perceptual	haptic	inferential	
32	27398	Dennis	dog	M	I think the neighbor's dog is barking.	think	0.46	3	English	1	Male	33	N/A	Yes	4	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3DIP6YHAPCRYZ2I6TVK27E4E9FT8EE	32	Submitted	Thu Nov 27 08:32:21 PST 2014	Mon Nov 24 08:27:39 PST 2014	Mon Nov 24 08:32:21 PST 2014						[]	{}	4.663016667	"'If we work there, he is probably in every day and  has seen the dog on occasion.'"	inferential		inferential	
32	23950	Deborah	rain	F	It's probably raining.	probably	0.47	4	English	1	Male	33	N/A	Yes	4	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3DIP6YHAPCRYZ2I6TVK27E4E9FT8EE	32	Submitted	Thu Nov 27 08:32:21 PST 2014	Mon Nov 24 08:27:39 PST 2014	Mon Nov 24 08:32:21 PST 2014						[]	{}	4.663016667	"'She either looked at a weather report, or out a window, or maybe walked outside.'"	perceptual_reportative		perceptual_reportative	
32	29876	Heather	dinner	F	Dinner might be ready.	might	0.46	5	English	1	Male	33	N/A	Yes	4	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3DIP6YHAPCRYZ2I6TVK27E4E9FT8EE	32	Submitted	Thu Nov 27 08:32:21 PST 2014	Mon Nov 24 08:27:39 PST 2014	Mon Nov 24 08:32:21 PST 2014						[]	{}	4.663016667	"'Maybe Heather prepared dinner, or she saw it being prepared.'"	perceptual	experience	perceptual	
32	19854	Nicole	coffee	F	The coffee must be cold.	must	0.59	6	English	1	Male	33	N/A	Yes	4	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3DIP6YHAPCRYZ2I6TVK27E4E9FT8EE	32	Submitted	Thu Nov 27 08:32:21 PST 2014	Mon Nov 24 08:27:39 PST 2014	Mon Nov 24 08:32:21 PST 2014						[]	{}	4.663016667	'She set the coffee out hours ago.'	inferential		inferential	
32	22015	Carol	train	F	The train is late.	bare	0.46	7	English	1	Male	33	N/A	Yes	4	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3DIP6YHAPCRYZ2I6TVK27E4E9FT8EE	32	Submitted	Thu Nov 27 08:32:21 PST 2014	Mon Nov 24 08:27:39 PST 2014	Mon Nov 24 08:32:21 PST 2014						[]	{}	4.663016667	'She used a real time status tracker to determine the timeliness of the train.'	reportative		perceptual	
32	23767	Ruth	sun	F	I know it's sunny out.	know	0.45	8	English	1	Male	33	N/A	Yes	4	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3DIP6YHAPCRYZ2I6TVK27E4E9FT8EE	32	Submitted	Thu Nov 27 08:32:21 PST 2014	Mon Nov 24 08:27:39 PST 2014	Mon Nov 24 08:32:21 PST 2014						[]	{}	4.663016667	"'Ruth came in from outside, or looked out a window before coming to my office.'"	perceptual	experience	perceptual	
33	17524	Janet	coffee	F	The coffee is cold.	bare	1	3	English	1	Male	25		Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3R6P78PK7KAFH06L2OLLYDLD08TGTS	33	Submitted	Thu Nov 27 08:32:49 PST 2014	Mon Nov 24 08:30:50 PST 2014	Mon Nov 24 08:32:49 PST 2014						[]	{}	1.917	'she took a sip'	perceptual	tasting	perceptual	
33	9459	Helen	train	F	I know the train is late.	know	1	4	English	1	Male	25		Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3R6P78PK7KAFH06L2OLLYDLD08TGTS	33	Submitted	Thu Nov 27 08:32:49 PST 2014	Mon Nov 24 08:30:50 PST 2014	Mon Nov 24 08:32:49 PST 2014						[]	{}	1.917	'she takes the train regularly'	inferential		inferential	
33	11744	Samantha	dinner	F	I think dinner is ready.	think	0.3	5	English	1	Male	25		Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3R6P78PK7KAFH06L2OLLYDLD08TGTS	33	Submitted	Thu Nov 27 08:32:49 PST 2014	Mon Nov 24 08:30:50 PST 2014	Mon Nov 24 08:32:49 PST 2014						[]	{}	1.917	'she regularly has dinner at a set time'	inferential		inferential	
33	18264	Alexander	sun	M	It must be sunny out.	must	0.59	6	English	1	Male	25		Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3R6P78PK7KAFH06L2OLLYDLD08TGTS	33	Submitted	Thu Nov 27 08:32:49 PST 2014	Mon Nov 24 08:30:50 PST 2014	Mon Nov 24 08:32:49 PST 2014						[]	{}	1.917	'it was sunny when he was outside'	perceptual	experience	perceptual	
33	11444	Catherine	rain	F	It's probably raining.	probably	0.58	7	English	1	Male	25		Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3R6P78PK7KAFH06L2OLLYDLD08TGTS	33	Submitted	Thu Nov 27 08:32:49 PST 2014	Mon Nov 24 08:30:50 PST 2014	Mon Nov 24 08:32:49 PST 2014						[]	{}	1.917	'she can hear the rain'	perceptual	hearing	perceptual	
33	8237	Linda	dog	F	The neighbor's dog might be barking.	might	1	8	English	1	Male	25		Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3R6P78PK7KAFH06L2OLLYDLD08TGTS	33	Submitted	Thu Nov 27 08:32:49 PST 2014	Mon Nov 24 08:30:50 PST 2014	Mon Nov 24 08:32:49 PST 2014						[]	{}	1.917	'she can hear the barks from outside'	perceptual	hearing	perceptual	
34	60254	Donna	dog	F	The neighbor's dog must be barking.	must	0.79	3	English	2	Female	55	Thank you!	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IJXV6UZ1XIGXCZOONGTJAXBR0OIR9	34	Submitted	Thu Nov 27 08:33:04 PST 2014	Mon Nov 24 08:27:48 PST 2014	Mon Nov 24 08:33:04 PST 2014						[]	{}	5.2286	'She can hear it from another room.'	perceptual	smelling	perceptual	
34	32529	Charles	rain	M	It might be raining.	might	0.36	4	English	2	Female	55	Thank you!	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IJXV6UZ1XIGXCZOONGTJAXBR0OIR9	34	Submitted	Thu Nov 27 08:33:04 PST 2014	Mon Nov 24 08:27:48 PST 2014	Mon Nov 24 08:33:04 PST 2014						[]	{}	5.2286	'Someone came in with wet hair and clothes.'	inferential		inferential	
34	31776	Gary	coffee	M	The coffee is probably cold.	probably	0.68	5	English	2	Female	55	Thank you!	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IJXV6UZ1XIGXCZOONGTJAXBR0OIR9	34	Submitted	Thu Nov 27 08:33:04 PST 2014	Mon Nov 24 08:27:48 PST 2014	Mon Nov 24 08:33:04 PST 2014						[]	{}	5.2286	'Gary made it hours ago and it has just been sitting there.'	inferential		inferential	
34	29719	Mark	train	M	I think the train is late.	think	0.58	6	English	2	Female	55	Thank you!	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IJXV6UZ1XIGXCZOONGTJAXBR0OIR9	34	Submitted	Thu Nov 27 08:33:04 PST 2014	Mon Nov 24 08:27:48 PST 2014	Mon Nov 24 08:33:04 PST 2014						[]	{}	5.2286	'Someone who rides the train that he is expecting is not there yet.'	inferential		inferential	
34	68512	Joyce	dinner	F	I know dinner is ready.	know	0.98	7	English	2	Female	55	Thank you!	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IJXV6UZ1XIGXCZOONGTJAXBR0OIR9	34	Submitted	Thu Nov 27 08:33:04 PST 2014	Mon Nov 24 08:27:48 PST 2014	Mon Nov 24 08:33:04 PST 2014						[]	{}	5.2286	'The person who is making dinner has told her so.'	reportative		reportative	
34	27512	Joseph	sun	M	It's sunny out.	bare	0.96	8	English	2	Female	55	Thank you!	Yes	3	Windows	1080	1920	Chrome	373L46LKP65NJZ85QJNU6FUDVGYJK5	36R4ILE2G9301YUKU0YTY5FL2Q6HFL	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.40 	Mon Nov 24 08:24:49 PST 2014	60	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Thu Nov 27 08:24:49 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP65NJZ85QJNU6FUDVGYJK5	3IJXV6UZ1XIGXCZOONGTJAXBR0OIR9	34	Submitted	Thu Nov 27 08:33:04 PST 2014	Mon Nov 24 08:27:48 PST 2014	Mon Nov 24 08:33:04 PST 2014						[]	{}	5.2286	'Joseph just came in from outside and it was sunny.'	perceptual	experience	perceptual	
